"活動ID","建立日期","平台","頻道名稱","活動標題","貼文則數","貼文類型","貼文連結","Meta post ID","留言數","留言加購","銷售額NT$"
"679061","2026-04-14","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","晶體通透｜閃靈流沙水膽原礦20260421g76fb","1","Reel","https://www.facebook.com/reel/1320887196600099/","1627804834169159_1447104700762807","18","0","0"
"679060","2026-04-14","Instagram","tzgems1111","晶體通透｜閃靈流沙水膽原礦20260421g76ig","1","Reel","https://www.instagram.com/reel/DXY06SeSmP9/","18217336387316574","28","0","0"
"679059","2026-04-14","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","祖母綠平替｜透輝石｜吊墜20260420g75fb","1","Reel","https://www.facebook.com/reel/821990560946949/","1627804834169159_1446272914179319","62","0","0"
"679058","2026-04-14","Instagram","tzgems1111","祖母綠平替｜透輝石｜吊墜20260420g75ig","1","Reel","https://www.instagram.com/reel/DXWQUnZDIa7/","18083574995525867","14","0","0"
"678953","2026-04-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量之王｜紫龍晶裸石20260419g74fb","1","Reel","https://www.facebook.com/reel/1552028486501389/","1627804834169159_1445272317612712","43","0","0"
"678952","2026-04-13","Instagram","tzgems1111","能量之王｜紫龍晶裸石20260419g74ig","1","Reel","https://www.instagram.com/reel/DXTI8GpyWoS/","17998822607929829","18","0","0"
"678943","2026-04-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然海紋石｜手串 ｜吊墜20260418g73fb","1","Reel","https://www.facebook.com/reel/848247071634612/","1627804834169159_1444468461026431","38","0","0"
"678942","2026-04-13","Instagram","tzgems1111","天然海紋石｜手串 ｜吊墜20260418g73ig","1","Reel","https://www.instagram.com/reel/DXQkLKFSLE3/","18105667477723912","17","0","0"
"678932","2026-04-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","18K 高訂祖母綠戒指20260417g72fb","1","Reel","https://www.facebook.com/reel/2105862643317069/","1627804834169159_1443818597758084","68","0","0"
"678930","2026-04-13","Instagram","tzgems1111","18K 高訂祖母綠戒指20260417g72ig","1","Reel","https://www.instagram.com/reel/DXOhuAkSzth/","18428162641185239","14","0","0"
"678254","2026-04-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","7款熱門寶石平替款20260410f29fb","1","Reel","https://www.facebook.com/reel/1460247028538321/","1627804834169159_1438195504987060","283","0","0"
"678252","2026-04-10","Instagram","tzgems1111","7款熱門寶石平替款20260410f29ig","1","Reel","https://www.instagram.com/reel/DW8_UP5DD_D/","18138542731454600","66","0","0"
"678246","2026-04-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","母親節精選套組20260410f28fb","1","Reel","https://www.facebook.com/reel/1275981914488531/","1627804834169159_1438179288322015","717","0","0"
"678244","2026-04-10","Instagram","tzgems1111","母親節精選套組20260410f28ig","1","Reel","https://www.instagram.com/reel/DW88vKADNXn/","17992533008954725","99","0","0"
"678135","2026-04-10","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","能量寶石｜彩寶20260416g71fb","1","Reel","https://www.facebook.com/reel/1291240409258720/","1627804834169159_1442975851175692","26","0","0"
"678131","2026-04-10","Instagram","tzgems1111","能量寶石｜彩寶20260416g71ig","1","Reel","https://www.instagram.com/reel/DXL88ZuSAGk/","17896931571430319","2","0","0"
"677883","2026-04-09","Facebook","","Chopard-Inspired | Color Gemstone Openable Box Pendantae20260409g64fb","0","","","","0","0","0"
"677774","2026-04-09","Instagram","","Chopard-Inspired | Color Gemstone Openable Box Pendantae20260409g64ig","0","","","","0","0","0"
"677566","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","珠寶避坑指南","1","Reel","https://www.facebook.com/reel/1170593845073363/","1627804834169159_1436450868494857","86","0","0"
"677563","2026-04-08","Instagram","tzgems1111","珠寶避坑指南","1","Reel","https://www.instagram.com/reel/DW3kTUVyElp/","18018565742827548","20","0","0"
"677539","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","帝王拓帕石系列｜裸石 ｜寵粉20260415g70fb","1","Reel","https://www.facebook.com/reel/1648141279656789/","1627804834169159_1442094271263850","104","0","0"
"677535","2026-04-08","Instagram","tzgems1111","帝王拓帕石系列｜裸石 ｜寵粉20260415g70ig","1","Reel","https://www.instagram.com/reel/DXJYImDy3iU/","18054041816711164","85","0","0"
"677526","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","彩寶｜雙石戒指20260414g69fb","1","Reel","https://www.facebook.com/reel/2813434092337056/","1627804834169159_1441252684681342","44","0","0"
"677523","2026-04-08","Instagram","tzgems1111","彩寶｜雙石戒指20260414g69ig","1","Reel","https://www.instagram.com/reel/DXGzW7uycSM/","18332870767222625","7","0","0"
"677499","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","倫敦藍拓帕｜方枕型裸石20260413g68fb","1","Reel","https://www.facebook.com/reel/953824744067011/","1627804834169159_1440430654763545","268","0","0"
"677497","2026-04-08","Instagram","tzgems1111","倫敦藍拓帕｜方枕型裸石20260413g68ig","1","Reel","https://www.instagram.com/reel/DXEOgYTy4Bw/","18173914168394492","76","0","0"
"677493","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","小資奢華｜綠透輝耳釘20260412g67fb","1","Reel","https://www.facebook.com/reel/2734936130176027/","1627804834169159_1439455324861078","4","0","0"
"677486","2026-04-08","Instagram","tzgems1111","小資奢華｜綠透輝耳釘20260412g67ig","1","Reel","https://www.instagram.com/reel/DXBHZyXysHC/","18160261471432348","3","0","0"
"677469","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","一路滿賺 / 高級感拉滿 18k墨桑 銀河之星手鏈20260411g66fb","1","Reel","https://www.facebook.com/reel/1110609414585985/","1627804834169159_1438671884939422","23","0","0"
"677463","2026-04-08","Instagram","tzgems1111","一路滿賺 / 高級感拉滿 18k墨桑 銀河之星手鏈20260411g66ig","1","Reel","https://www.instagram.com/reel/DW-ilcrSlrM/","18398843005196538","7","0","0"
"677452","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","紫黃晶｜裸石20260410g65fb","1","Reel","https://www.facebook.com/reel/967835575735177/","1627804834169159_1438028495003761","159","0","0"
"677451","2026-04-08","Instagram","","Ammonite | Pendant | Fan Appreciation20260408g63ig","0","","","","0","0","0"
"677449","2026-04-08","Instagram","tzgems1111","紫黃晶｜裸石20260410g65ig","1","Reel","https://www.instagram.com/reel/DW8gIPRSs82/","17863503555617156","81","0","0"
"677419","2026-04-08","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","蕭邦同款｜彩寶可開關寶盒｜吊墜20260409g64fb","1","Reel","https://www.facebook.com/reel/1676298533377155/","1627804834169159_1437196781753599","138","0","0"
"677408","2026-04-08","Instagram","tzgems1111","蕭邦同款｜彩寶可開關寶盒｜吊墜20260409g64ig","1","Reel","https://www.instagram.com/reel/DW57VVNywz2/","18091995113133317","26","0","0"
"676641","2026-04-03","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寶石排行榜","1","Reel","https://www.facebook.com/reel/1873524293354094/","1627804834169159_1432934892179788","430","0","0"
"676640","2026-04-03","Instagram","tzgems1111","寶石排行榜","1","Reel","https://www.instagram.com/reel/DWsg_MDSGHS/","17924099709099759","142","0","0"
"676289","2026-04-02","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","GIA 證書方式","1","Reel","https://www.facebook.com/reel/1943367649621715/","1627804834169159_1432071705599440","18","0","0"
"676288","2026-04-02","Instagram","tzgems1111","GIA證書辨別方式","1","Reel","https://www.instagram.com/reel/DWp8LLUS3l7/","17878982997415443","4","0","0"
"676189","2026-04-02","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","綠玉髓20260402f27fb","1","Reel","https://www.facebook.com/reel/926486380012045/","1627804834169159_1431501262323151","144","0","0"
"676188","2026-04-02","Instagram","tzgems1111","綠玉髓20260402f27ig","1","Reel","https://www.instagram.com/reel/DWoOfX-jEA7/","17881178802533313","35","0","0"
"676181","2026-04-02","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","檸檬黃水晶20260402f26fb","2","Reel","https://www.facebook.com/reel/791960643602528/
https://www.facebook.com/reel/1434665651773484/","1627804834169159_1431498932323384
1627804834169159_1431504332322844","622","0","0"
"676180","2026-04-02","Instagram","tzgems1111","檸檬黃水晶20260402f26ig","1","Reel","https://www.instagram.com/reel/DWoPo2IDHdU/","17876993328557272","86","0","0"
"676176","2026-04-02","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","馬卡龍20260402f25fb","1","Reel","https://www.facebook.com/reel/953942447087628/","1627804834169159_1431491258990818","44","0","0"
"676174","2026-04-02","Instagram","tzgems1111","馬卡龍20260402f25ig","1","Reel","https://www.instagram.com/reel/DWoNcPiDN6g/","18046919657731041","15","0","0"
"675744","2026-04-01","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","斑彩菊石｜吊墜｜寵粉20260408g63fb","1","Reel","https://www.facebook.com/reel/1485684563195001/","1627804834169159_1436385205168090","10","0","0"
"675741","2026-04-01","Instagram","tzgems1111","斑彩菊石｜吊墜｜寵粉20260408g63ig","1","Reel","https://www.instagram.com/reel/DW3WhOcS1fC/","18049744700723953","4","0","0"
"675739","2026-04-01","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","茶鈦晶｜寵粉限定｜20260407g62fb","1","Reel","https://www.facebook.com/reel/1444700980362675/","1627804834169159_1435556718584272","394","0","0"
"675737","2026-04-01","Instagram","tzgems1111","茶鈦晶｜寵粉限定｜20260407g62ig","1","Reel","https://www.instagram.com/reel/DW0xvyMycso/","18062507054693881","145","0","0"
"675735","2026-04-01","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","貴族之石｜粉紅碧璽20260406g61fb","1","Reel","https://www.facebook.com/reel/836391292101528/","1627804834169159_1434592205347390","128","0","0"
"675733","2026-04-01","Instagram","tzgems1111","貴族之石｜粉紅碧璽20260406g61ig","1","Reel","https://www.instagram.com/reel/DWxqnfBSRyb/","18131206174480449","30","0","0"
"675037","2026-03-30","Facebook","","POST 2026/03/30 14:58","0","","","","0","0","0"
"674417","2026-03-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","12星座限量系列20260328f24fb","1","Reel","https://www.facebook.com/reel/1684571229644736/","1627804834169159_1426896776116933","1218","0","0"
"674414","2026-03-27","Instagram","tzgems1111","12星座限量系列20260328f24ig","1","Reel","https://www.instagram.com/reel/DWafdckyUxW/","17854731216634052","1357","0","0"
"674369","2026-03-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","《柏捷頓》系列｜勇敢三部曲20260327f23fb","1","Reel","https://www.facebook.com/reel/1645210376524498/","1627804834169159_1426180776188533","81","0","0"
"674367","2026-03-27","Instagram","tzgems1111","《柏捷頓》系列｜勇敢三部曲20260327f23ig","1","Reel","https://www.instagram.com/reel/DWYc8WCS7qu/","18117938443725379","21","0","0"
"674361","2026-03-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然鑽石/培育鑽/莫桑鑽｜耳釘20260327f22fb","2","Reel","https://www.facebook.com/reel/1837628380269959/
https://www.facebook.com/reel/1517340826475229/","1627804834169159_1426180632855214
1627804834169159_1426205319519412","36","0","0"
"674358","2026-03-27","Instagram","tzgems1111","天然鑽石/培育鑽/莫桑鑽｜耳釘20260327f22ig","2","Reel","https://www.instagram.com/reel/DWYdAUayeAR/
https://www.instagram.com/reel/DWYiDxRjEbk/","17883730008378864
18111104614779345","20","0","0"
"674355","2026-03-27","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","舒俱萊｜吊墜20260327f21fb","1","Reel","https://www.facebook.com/reel/1412222647584558/","1627804834169159_1426180816188529","193","0","0"
"674353","2026-03-27","Instagram","tzgems1111","舒俱萊｜吊墜20260327f21ig","1","Reel","https://www.instagram.com/reel/DWYdA6Yy17u/","18117521065567552","41","0","0"
"674146","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","塔級｜粉尖晶20260405g60fb","1","Reel","https://www.facebook.com/reel/4290276887914089/","1627804834169159_1433754008764543","287","0","0"
"674144","2026-03-26","Instagram","tzgems1111","塔級｜粉尖晶20260405g60ig","1","Reel","https://www.instagram.com/reel/DWvF1kLSaYh/","18059119772424856","81","0","0"
"674142","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","天然寶石｜祖母綠系列20260404g59fb","1","Reel","https://www.facebook.com/reel/1327068739248990/","1627804834169159_1432934378846506","116","0","0"
"674140","2026-03-26","Instagram","tzgems1111","天然寶石｜祖母綠系列20260404g59ig","1","Reel","https://www.instagram.com/reel/DWshCr3SDGH/","18162813565424124","17","0","0"
"674128","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","財富能量| 黃鐵礦20260403g58fb","1","Reel","https://www.facebook.com/reel/1493662752406085/","1627804834169159_1432071638932780","123","0","0"
"674125","2026-03-26","Instagram","tzgems1111","財富能量| 黃鐵礦20260403g58ig","1","Reel","https://www.instagram.com/reel/DWp8Pv2SL5e/","17898690957263932","28","0","0"
"674117","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","爆款彩色｜尖晶石20260402g57fb","1","Reel","https://www.facebook.com/reel/1489941816104016/","1627804834169159_1431376632335614","108","0","0"
"674115","2026-03-26","Instagram","tzgems1111","爆款彩色｜尖晶石20260402g57ig","1","Reel","https://www.instagram.com/reel/DWn5uCVyeNF/","18401958901183414","16","0","0"
"674112","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","【限時寵粉價｜人氣寶石三位數入手🔥】20260401g56fb","1","Reel","https://www.facebook.com/reel/1660963061580049/","1627804834169159_1430462062427071","95","0","0"
"674110","2026-03-26","Instagram","tzgems1111","【限時寵粉價｜人氣寶石三位數入手🔥】20260401g56ig","1","Reel","https://www.instagram.com/reel/DWlVBdMSYsn/","18095266292514824","27","0","0"
"674105","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","五行不夠，首飾來湊20260331g55fb","1","Reel","https://www.facebook.com/reel/1269233542015032/","1627804834169159_1429543339185610","73","0","0"
"674104","2026-03-26","Instagram","tzgems1111","五行不夠，首飾來湊20260331g55ig","1","Reel","https://www.instagram.com/reel/DWiwJOzRQ4C/","18028446512642178","19","0","0"
"674102","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","橄欖石黑碧璽｜裸石20260330g54fb","1","Reel","https://www.facebook.com/reel/791291620715556/","1627804834169159_1428746992598578","49","0","0"
"674101","2026-03-26","Instagram","tzgems1111","橄欖石黑碧璽｜裸石20260330g54ig","1","Reel","https://www.instagram.com/reel/DWgLWLTRDyj/","18120139513538279","9","0","0"
"674100","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","限量盲盒 · 蓮花色雙寶🌸20260329g53fb","1","Reel","https://www.facebook.com/reel/922687660666078/","1627804834169159_1427747472698530","79","0","0"
"674099","2026-03-26","Instagram","tzgems1111","限量盲盒 · 蓮花色雙寶🌸20260329g53ig","1","Reel","https://www.instagram.com/reel/DWdERb-xxJp/","18088946393223179","46","0","0"
"674097","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","925銀簡約款泡泡鑲彩寶手鏈20260328g52fb","1","Reel","https://www.facebook.com/reel/1284058196994604/","1627804834169159_1426897182783559","67","0","0"
"674096","2026-03-26","Instagram","tzgems1111","925銀簡約款泡泡鑲彩寶手鏈20260328g52ig","1","Reel","https://www.instagram.com/reel/DWafbg5xnor/","18325873243149029","23","0","0"
"674095","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","Fullmula 明星3件組 / 前100名加送精華液20260327g51fb","1","Reel","https://www.facebook.com/reel/1483723646680232/","1627804834169159_1426180939521850","205","0","0"
"674093","2026-03-26","Instagram","tzgems1111","Fullmula 明星3件組 / 前100名加送精華液20260327g51ig","1","Reel","https://www.instagram.com/reel/DWYdDIWx_N7/","18431123626190542","89","0","0"
"674041","2026-03-26","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","寵粉彩藍寶有錢花戒指20260326g50fb","1","Reel","https://www.facebook.com/reel/906211965513259/","1627804834169159_1425279672945310","14","0","0"
"674040","2026-03-26","Instagram","tzgems1111","寵粉彩藍寶有錢花戒指20260326g50ig","1","Reel","https://www.instagram.com/reel/DWV4K1MSzv3/","18095992442512470","19","0","0"
"672587","2026-03-20","Instagram","tzgems1111","2026必選排行｜婚戒20260322f20ig","1","Reel","https://www.instagram.com/reel/DWLCqnkycqg/","18007137062704808","81","0","0"
"672585","2026-03-20","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026必選排行｜婚戒20260322f20fb","1","Reel","https://www.facebook.com/reel/1646091129851588/","1627804834169159_1421455329994411","50","0","0"
"672547","2026-03-20","Instagram","tzgems1111","(P26)創業(沒錢的女人就是沒權力的女人)20260321x07ig","1","Reel","https://www.instagram.com/reel/DWId4z8yMIs/","18190005007364239","12","0","0"
"672546","2026-03-20","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","(P26)創業(沒錢的女人就是沒權力的女人)20260321x07fb","1","Reel","https://www.facebook.com/reel/2120492855417865/","1627804834169159_1420529333420344","36","0","0"
"672484","2026-03-20","Instagram","tzgems1111","2026年 珠寶商線下說明(報名)20260320x06ig","1","Reel","https://www.instagram.com/reel/DWGNgECjPu1/","18083946053353940","0","0","0"
"672482","2026-03-20","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","2026年 珠寶商線下說明(報名)20260320x06fb","1","Reel","https://www.facebook.com/reel/1442738193929685/","1627804834169159_1419679953505282","1","0","0"
"672475","2026-03-20","Instagram","tzgems1111","旺財貔貅｜發財小神獸(聯名貔貅)20260320f19ig","1","Reel","https://www.instagram.com/reel/DWGq_jpjLow/","18079123115597857","35","0","0"
"672470","2026-03-20","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","旺財貔貅｜發財小神獸(聯名貔貅)20260320f19fb","1","Reel","https://www.facebook.com/reel/2751711325161658/","1627804834169159_1419861916820419","156","0","0"
"671879","2026-03-18","Instagram","tzgems1111","消磁聚寶盆| 瑪瑙晶洞20260320f18ig","1","Reel","https://www.instagram.com/reel/DWGaRCiDL_B/","17904457833389249","50","0","0"
"671877","2026-03-18","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","消磁聚寶盆| 瑪瑙晶洞20260320f18fb","1","Reel","https://www.facebook.com/reel/1476085214216587/","1627804834169159_1419764833496794","433","0","0"
"671873","2026-03-18","Instagram","tzgems1111","霸氣女大主必備｜雞尾酒戒指20260320f17ig","1","Reel","https://www.instagram.com/reel/DWGbN7fDA3T/","18312268027262831","20","0","0"
"671872","2026-03-18","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","霸氣女大主必備｜雞尾酒戒指20260320f17fb","1","Reel","https://www.facebook.com/reel/782991447818920/","1627804834169159_1419764783496799","49","0","0"
"670385","2026-03-13","Instagram","tzgems1111","頂級｜尖晶石20260313f16ig","1","Reel","https://www.instagram.com/reel/DV0Z1gAEba5/","17962476054025700","12","0","0"
"670384","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","頂級｜尖晶石20260313f16fb","1","Reel","https://www.facebook.com/reel/2585383871912840/","1627804834169159_1413643450775599","58","0","0"
"670382","2026-03-13","Instagram","tzgems1111","當貓咪遇上寶石20260313f15ig","1","Reel","https://www.instagram.com/reel/DV0gh6GD879/","18259960144289241","92","0","0"
"670377","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","當貓咪遇上寶石20260313f15fb","1","Reel","https://www.facebook.com/reel/26300000073023742/","1627804834169159_1413680087438602","354","0","0"
"670354","2026-03-13","Instagram","tzgems1111","彩寶耳環｜特賣20260313f14ig","1","Reel","https://www.instagram.com/reel/DV0qSSPj8mf/","18169123708362256","53","0","0"
"670350","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","彩寶耳環｜特賣20260313f14fb","1","Reel","https://www.facebook.com/reel/965629429322072/","1627804834169159_1413727950767149","303","0","0"
"670328","2026-03-13","Instagram","tzgems1111","珠寶商線下說明｜ 3月22號20260315x06ig","1","Reel","https://www.instagram.com/reel/DV3utoSkRDO/","17938684437172044","12","0","0"
"670324","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","珠寶商線下說明｜ 3月22號20260315x06fb","1","Reel","https://www.facebook.com/reel/3958023337830984/","1627804834169159_1415184470621497","36","0","0"
"670321","2026-03-13","Instagram","tzgems1111","珠寶商線下說明｜ 3月22號20260314x05ig","1","Reel","https://www.instagram.com/reel/DV2cUnukezc/","17963060897900584","3","0","0"
"670309","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","珠寶商線下說明｜ 3月22號20260314x05fb","1","Reel","https://www.facebook.com/reel/960992616357020/","1627804834169159_1414346147371996","39","0","0"
"670292","2026-03-13","Instagram","tzgems1111","珠寶商線下說明｜ 3月22號20260313x04ig","1","Reel","https://www.instagram.com/reel/DV0Z3cFEfk5/","17909213346182965","1","0","0"
"670241","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","珠寶商線下說明｜ 3月22號20260313x04fb","1","照片","https://www.facebook.com/681888940617724/posts/1413642374109040","1627804834169159_1413642374109040","2","0","0"
"670195","2026-03-13","Instagram","tzgems1111","黑金超七｜項鏈（星輝骨幹）20260325g49ig","1","Reel","https://www.instagram.com/reel/DWTTbhGkRgv/","18192205855361263","67","0","0"
"670193","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","黑金超七｜項鏈（星輝骨幹）20260325g49fb","1","Reel","https://www.facebook.com/reel/27463948299872080/","1627804834169159_1424327379707206","115","0","0"
"670191","2026-03-13","Instagram","tzgems1111","貴族之石｜粉紅碧璽20260324g48ig","1","Reel","https://www.instagram.com/reel/DWQupoOkZ9j/","17983841864972365","36","0","0"
"670190","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","貴族之石｜粉紅碧璽20260324g48fb","1","Reel","https://www.facebook.com/reel/2159590371521831/","1627804834169159_1423439203129357","81","0","0"
"670189","2026-03-13","Instagram","tzgems1111","透輝石&坦桑石|925銀 耳釘20260323g47ig","1","Reel","https://www.instagram.com/reel/DWOJ3RckS1-/","18101659514300154","24","0","0"
"670185","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","透輝石&坦桑石|925銀 耳釘20260323g47fb","1","Reel","https://www.facebook.com/reel/1933002480651210/","1627804834169159_1422540983219179","88","0","0"
"670181","2026-03-13","Instagram","tzgems1111","橄欖石黑碧璽｜裸石20260322g46ig","1","Reel","https://www.instagram.com/reel/DWLCs13keAP/","17888466417333759","9","0","0"
"670178","2026-03-13","Facebook","泰熙爾 札娜寶石學院 - 世界各式彩寶.原礦批發 - 代客切磨 . 教學     Tahir Zainab Gems & Rough of World","橄欖石黑碧璽｜裸石20260322g46fb","1","Reel","https://www.facebook.com/reel/1462921755508674/","1627804834169159_1421455146661096","46","0","0"
"670170","2026-03-13","Instagram","tzgems1111","太陽之石｜奧勒岡太陽石20260321g45ig","1","Reel","https://www.instagram.com/reel/DWId3qaEZfX/","18080909414609768","42","0","0"
